O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
19-4051.00,Nuclear Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2.00,11/2023,Machine Learning
19-4051.02,Nuclear Monitoring Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.10,02/2026,Machine Learning/Expert
19-4051.02,Nuclear Monitoring Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.43,02/2026,Machine Learning/Expert
19-4051.02,Nuclear Monitoring Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.00,02/2026,Machine Learning/Expert
19-4051.02,Nuclear Monitoring Technicians,1.B.1.d,Social,OI,Occupational Interests,1.90,02/2026,Machine Learning/Expert
19-4051.02,Nuclear Monitoring Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.53,02/2026,Machine Learning/Expert
19-4051.02,Nuclear Monitoring Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.51,02/2026,Machine Learning/Expert
19-4051.02,Nuclear Monitoring Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4051.02,Nuclear Monitoring Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4051.02,Nuclear Monitoring Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4061.00,Social Science Research Assistants,1.B.1.a,Realistic,OI,Occupational Interests,2.38,02/2026,Machine Learning/Expert
19-4061.00,Social Science Research Assistants,1.B.1.b,Investigative,OI,Occupational Interests,6.08,02/2026,Machine Learning/Expert
19-4061.00,Social Science Research Assistants,1.B.1.c,Artistic,OI,Occupational Interests,1.89,02/2026,Machine Learning/Expert
19-4061.00,Social Science Research Assistants,1.B.1.d,Social,OI,Occupational Interests,2.67,02/2026,Machine Learning/Expert
19-4061.00,Social Science Research Assistants,1.B.1.e,Enterprising,OI,Occupational Interests,2.27,02/2026,Machine Learning/Expert
19-4061.00,Social Science Research Assistants,1.B.1.f,Conventional,OI,Occupational Interests,5.93,02/2026,Machine Learning/Expert
19-4061.00,Social Science Research Assistants,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4061.00,Social Science Research Assistants,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4061.00,Social Science Research Assistants,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
19-4071.00,Forest and Conservation Technicians,1.B.1.a,Realistic,OI,Occupational Interests,6.53,02/2026,Machine Learning/Expert
19-4071.00,Forest and Conservation Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.37,02/2026,Machine Learning/Expert
19-4071.00,Forest and Conservation Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.00,02/2026,Machine Learning/Expert
19-4071.00,Forest and Conservation Technicians,1.B.1.d,Social,OI,Occupational Interests,2.81,02/2026,Machine Learning/Expert
19-4071.00,Forest and Conservation Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,2.47,02/2026,Machine Learning/Expert
19-4071.00,Forest and Conservation Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.72,02/2026,Machine Learning/Expert
19-4071.00,Forest and Conservation Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4071.00,Forest and Conservation Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4071.00,Forest and Conservation Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4092.00,Forensic Science Technicians,1.B.1.a,Realistic,OI,Occupational Interests,5.18,02/2026,Machine Learning/Expert
19-4092.00,Forensic Science Technicians,1.B.1.b,Investigative,OI,Occupational Interests,5.94,02/2026,Machine Learning/Expert
19-4092.00,Forensic Science Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.77,02/2026,Machine Learning/Expert
19-4092.00,Forensic Science Technicians,1.B.1.d,Social,OI,Occupational Interests,1.50,02/2026,Machine Learning/Expert
19-4092.00,Forensic Science Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.59,02/2026,Machine Learning/Expert
19-4092.00,Forensic Science Technicians,1.B.1.f,Conventional,OI,Occupational Interests,4.98,02/2026,Machine Learning/Expert
19-4092.00,Forensic Science Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4092.00,Forensic Science Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4092.00,Forensic Science Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4099.01,Quality Control Analysts,1.B.1.a,Realistic,OI,Occupational Interests,4.11,02/2026,Machine Learning/Expert
19-4099.01,Quality Control Analysts,1.B.1.b,Investigative,OI,Occupational Interests,4.88,02/2026,Machine Learning/Expert
19-4099.01,Quality Control Analysts,1.B.1.c,Artistic,OI,Occupational Interests,1.00,02/2026,Machine Learning/Expert
19-4099.01,Quality Control Analysts,1.B.1.d,Social,OI,Occupational Interests,1.21,02/2026,Machine Learning/Expert
19-4099.01,Quality Control Analysts,1.B.1.e,Enterprising,OI,Occupational Interests,2.60,02/2026,Machine Learning/Expert
19-4099.01,Quality Control Analysts,1.B.1.f,Conventional,OI,Occupational Interests,6.00,02/2026,Machine Learning/Expert
19-4099.01,Quality Control Analysts,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4099.01,Quality Control Analysts,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-4099.01,Quality Control Analysts,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4099.03,Remote Sensing Technicians,1.B.1.a,Realistic,OI,Occupational Interests,5.10,02/2026,Machine Learning/Expert
19-4099.03,Remote Sensing Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.60,02/2026,Machine Learning/Expert
19-4099.03,Remote Sensing Technicians,1.B.1.c,Artistic,OI,Occupational Interests,2.14,02/2026,Machine Learning/Expert
19-4099.03,Remote Sensing Technicians,1.B.1.d,Social,OI,Occupational Interests,1.51,02/2026,Machine Learning/Expert
19-4099.03,Remote Sensing Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,1.71,02/2026,Machine Learning/Expert
19-4099.03,Remote Sensing Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.24,02/2026,Machine Learning/Expert
19-4099.03,Remote Sensing Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-4099.03,Remote Sensing Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-4099.03,Remote Sensing Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-5011.00,Occupational Health and Safety Specialists,1.B.1.a,Realistic,OI,Occupational Interests,4.45,02/2026,Machine Learning/Expert
19-5011.00,Occupational Health and Safety Specialists,1.B.1.b,Investigative,OI,Occupational Interests,4.98,02/2026,Machine Learning/Expert
19-5011.00,Occupational Health and Safety Specialists,1.B.1.c,Artistic,OI,Occupational Interests,1.28,02/2026,Machine Learning/Expert
19-5011.00,Occupational Health and Safety Specialists,1.B.1.d,Social,OI,Occupational Interests,3.45,02/2026,Machine Learning/Expert
19-5011.00,Occupational Health and Safety Specialists,1.B.1.e,Enterprising,OI,Occupational Interests,3.20,02/2026,Machine Learning/Expert
19-5011.00,Occupational Health and Safety Specialists,1.B.1.f,Conventional,OI,Occupational Interests,4.70,02/2026,Machine Learning/Expert
19-5011.00,Occupational Health and Safety Specialists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
19-5011.00,Occupational Health and Safety Specialists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-5011.00,Occupational Health and Safety Specialists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-5012.00,Occupational Health and Safety Technicians,1.B.1.a,Realistic,OI,Occupational Interests,5.35,02/2026,Machine Learning/Expert
19-5012.00,Occupational Health and Safety Technicians,1.B.1.b,Investigative,OI,Occupational Interests,4.88,02/2026,Machine Learning/Expert
19-5012.00,Occupational Health and Safety Technicians,1.B.1.c,Artistic,OI,Occupational Interests,1.00,02/2026,Machine Learning/Expert
19-5012.00,Occupational Health and Safety Technicians,1.B.1.d,Social,OI,Occupational Interests,2.87,02/2026,Machine Learning/Expert
19-5012.00,Occupational Health and Safety Technicians,1.B.1.e,Enterprising,OI,Occupational Interests,2.64,02/2026,Machine Learning/Expert
19-5012.00,Occupational Health and Safety Technicians,1.B.1.f,Conventional,OI,Occupational Interests,5.56,02/2026,Machine Learning/Expert
19-5012.00,Occupational Health and Safety Technicians,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
19-5012.00,Occupational Health and Safety Technicians,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,1.00,02/2026,Machine Learning/Expert
19-5012.00,Occupational Health and Safety Technicians,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1.B.1.a,Realistic,OI,Occupational Interests,1.59,02/2026,Machine Learning/Expert
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1.B.1.b,Investigative,OI,Occupational Interests,3.81,02/2026,Machine Learning/Expert
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1.B.1.c,Artistic,OI,Occupational Interests,2.59,02/2026,Machine Learning/Expert
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1.B.1.d,Social,OI,Occupational Interests,6.66,02/2026,Machine Learning/Expert
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1.B.1.e,Enterprising,OI,Occupational Interests,2.71,02/2026,Machine Learning/Expert
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1.B.1.f,Conventional,OI,Occupational Interests,3.16,02/2026,Machine Learning/Expert
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",1.B.1.a,Realistic,OI,Occupational Interests,1.00,02/2026,Machine Learning/Expert
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",1.B.1.b,Investigative,OI,Occupational Interests,3.30,02/2026,Machine Learning/Expert
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",1.B.1.c,Artistic,OI,Occupational Interests,3.13,02/2026,Machine Learning/Expert
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",1.B.1.d,Social,OI,Occupational Interests,7.00,02/2026,Machine Learning/Expert
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",1.B.1.e,Enterprising,OI,Occupational Interests,3.92,02/2026,Machine Learning/Expert
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",1.B.1.f,Conventional,OI,Occupational Interests,4.09,02/2026,Machine Learning/Expert
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6.00,02/2026,Machine Learning/Expert
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5.00,02/2026,Machine Learning/Expert
21-1013.00,Marriage and Family Therapists,1.B.1.a,Realistic,OI,Occupational Interests,1.49,02/2026,Machine Learning/Expert
21-1013.00,Marriage and Family Therapists,1.B.1.b,Investigative,OI,Occupational Interests,5.32,02/2026,Machine Learning/Expert
21-1013.00,Marriage and Family Therapists,1.B.1.c,Artistic,OI,Occupational Interests,3.58,02/2026,Machine Learning/Expert
21-1013.00,Marriage and Family Therapists,1.B.1.d,Social,OI,Occupational Interests,6.22,02/2026,Machine Learning/Expert
21-1013.00,Marriage and Family Therapists,1.B.1.e,Enterprising,OI,Occupational Interests,1.78,02/2026,Machine Learning/Expert
21-1013.00,Marriage and Family Therapists,1.B.1.f,Conventional,OI,Occupational Interests,2.90,02/2026,Machine Learning/Expert
21-1013.00,Marriage and Family Therapists,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
21-1013.00,Marriage and Family Therapists,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
21-1013.00,Marriage and Family Therapists,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
21-1014.00,Mental Health Counselors,1.B.1.a,Realistic,OI,Occupational Interests,1.31,02/2026,Machine Learning/Expert
21-1014.00,Mental Health Counselors,1.B.1.b,Investigative,OI,Occupational Interests,4.42,02/2026,Machine Learning/Expert
21-1014.00,Mental Health Counselors,1.B.1.c,Artistic,OI,Occupational Interests,3.06,02/2026,Machine Learning/Expert
21-1014.00,Mental Health Counselors,1.B.1.d,Social,OI,Occupational Interests,6.79,02/2026,Machine Learning/Expert
21-1014.00,Mental Health Counselors,1.B.1.e,Enterprising,OI,Occupational Interests,2.96,02/2026,Machine Learning/Expert
21-1014.00,Mental Health Counselors,1.B.1.f,Conventional,OI,Occupational Interests,3.43,02/2026,Machine Learning/Expert
21-1014.00,Mental Health Counselors,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
21-1014.00,Mental Health Counselors,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,2.00,02/2026,Machine Learning/Expert
21-1014.00,Mental Health Counselors,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
21-1015.00,Rehabilitation Counselors,1.B.1.a,Realistic,OI,Occupational Interests,1.23,02/2026,Machine Learning/Expert
21-1015.00,Rehabilitation Counselors,1.B.1.b,Investigative,OI,Occupational Interests,3.27,02/2026,Machine Learning/Expert
21-1015.00,Rehabilitation Counselors,1.B.1.c,Artistic,OI,Occupational Interests,2.98,02/2026,Machine Learning/Expert
21-1015.00,Rehabilitation Counselors,1.B.1.d,Social,OI,Occupational Interests,6.80,02/2026,Machine Learning/Expert
21-1015.00,Rehabilitation Counselors,1.B.1.e,Enterprising,OI,Occupational Interests,3.56,02/2026,Machine Learning/Expert
21-1015.00,Rehabilitation Counselors,1.B.1.f,Conventional,OI,Occupational Interests,3.26,02/2026,Machine Learning/Expert
21-1015.00,Rehabilitation Counselors,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
21-1015.00,Rehabilitation Counselors,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
21-1015.00,Rehabilitation Counselors,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0.00,02/2026,Machine Learning/Expert
21-1021.00,"Child, Family, and School Social Workers",1.B.1.a,Realistic,OI,Occupational Interests,1.70,02/2026,Machine Learning/Expert
21-1021.00,"Child, Family, and School Social Workers",1.B.1.b,Investigative,OI,Occupational Interests,3.32,02/2026,Machine Learning/Expert
21-1021.00,"Child, Family, and School Social Workers",1.B.1.c,Artistic,OI,Occupational Interests,2.90,02/2026,Machine Learning/Expert
21-1021.00,"Child, Family, and School Social Workers",1.B.1.d,Social,OI,Occupational Interests,6.85,02/2026,Machine Learning/Expert
21-1021.00,"Child, Family, and School Social Workers",1.B.1.e,Enterprising,OI,Occupational Interests,2.94,02/2026,Machine Learning/Expert
21-1021.00,"Child, Family, and School Social Workers",1.B.1.f,Conventional,OI,Occupational Interests,3.57,02/2026,Machine Learning/Expert
21-1021.00,"Child, Family, and School Social Workers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4.00,02/2026,Machine Learning/Expert
