O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
13-1041.00,Compliance Officers,21450,Report law or regulation violations to appropriate boards or agencies.,Core,,11/2020,Analyst - Transition
13-1041.00,Compliance Officers,21451,"Confer with or interview officials, technical or professional specialists, or applicants to obtain information or to clarify facts relevant to licensing decisions.",Core,,11/2020,Analyst - Transition
13-1041.00,Compliance Officers,21452,Issue licenses to individuals meeting standards.,Supplemental,,11/2020,Analyst - Transition
13-1041.00,Compliance Officers,21453,Collect fees for licenses.,Supplemental,,11/2020,Analyst - Transition
13-1041.00,Compliance Officers,21454,"Administer oral, written, road, or flight tests to license applicants.",Supplemental,,11/2020,Analyst - Transition
13-1041.00,Compliance Officers,21455,Visit establishments to verify that valid licenses or permits are displayed and that licensing standards are being upheld.,Supplemental,,11/2020,Analyst - Transition
13-1041.00,Compliance Officers,21456,Score tests and observe equipment operation and control to rate ability of applicants.,Supplemental,,11/2020,Analyst - Transition
13-1041.00,Compliance Officers,21457,Prepare correspondence to inform concerned parties of licensing decisions or appeals processes.,Supplemental,,11/2020,Analyst - Transition
13-1041.00,Compliance Officers,21458,Identify compliance issues that require follow-up or investigation.,,,11/2020,Analyst
13-1041.00,Compliance Officers,21459,"Keep informed regarding pending industry changes, trends, or best practices.",,,11/2020,Analyst
13-1041.00,Compliance Officers,21460,Provide assistance to internal or external auditors in compliance reviews.,,,11/2020,Analyst
13-1041.00,Compliance Officers,21461,"Verify that all firm and regulatory policies and procedures have been documented, implemented, and communicated.",,,11/2020,Analyst
13-1041.01,Environmental Compliance Inspectors,10829,"Determine the nature of code violations and actions to be taken, and issue written notices of violation, participating in enforcement hearings, as necessary.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10831,"Prepare, organize, and maintain inspection records.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10835,"Investigate complaints and suspected violations regarding illegal dumping, pollution, pesticides, product quality, or labeling laws.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10841,"Determine which sites and violation reports to investigate, and coordinate compliance and enforcement activities with other government agencies.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10832,Interview individuals to determine the nature of suspected violations and to obtain evidence of violations.,Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10837,"Inform individuals and groups of pollution control regulations and inspection findings, and explain how problems can be corrected.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10839,"Verify that hazardous chemicals are handled, stored, and disposed of in accordance with regulations.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10843,"Learn and observe proper safety precautions, rules, regulations, and practices so that unsafe conditions can be recognized and proper safety protocols implemented.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10834,"Monitor follow-up actions in cases where violations were found, and review compliance monitoring reports.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10830,"Examine permits, licenses, applications, and records to ensure compliance with licensing requirements.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10833,"Prepare written, oral, tabular, and graphic reports summarizing requirements and regulations, including enforcement and chain of custody documentation.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10842,"Observe and record field conditions, gathering, interpreting, and reporting data such as flow meter readings and chemical levels.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10838,"Determine sampling locations and methods, and collect water or wastewater samples for analysis, preserving samples with appropriate containers and preservation methods.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10840,Research and keep informed of pertinent information and developments in areas such as EPA laws and regulations.,Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10850,"Participate in the development of spill prevention programs and hazardous waste rules and regulations, and recommend corrective actions for hazardous waste problems.",Core,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10836,"Inspect waste pretreatment, treatment, and disposal facilities and systems for conformance to federal, state, or local regulations.",Supplemental,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10846,"Analyze and implement state, federal or local requirements as necessary to maintain approved pretreatment, pollution prevention, and storm water runoff programs.",Supplemental,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10844,Evaluate label information for accuracy and conformance to regulatory requirements.,Supplemental,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10853,"Respond to questions and inquiries, such as those concerning service charges and capacity fees, or refer them to supervisors.",Supplemental,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10849,"Research and perform calculations related to landscape allowances, discharge volumes, production-based and alternative limits, and wastewater strength classifications, making recommendations and completing documentation.",Supplemental,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10847,"Perform laboratory tests on samples collected, such as analyzing the content of contaminated wastewater.",Supplemental,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10845,"Inform health professionals, property owners, and the public about harmful properties and related problems of water pollution and contaminated wastewater.",Supplemental,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10848,"Review and evaluate applications for registration of products containing dangerous materials, or for pollution control discharge permits.",Supplemental,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10852,Conduct research on hazardous waste management projects to determine the magnitude of problems and treatment or disposal alternatives and costs.,Supplemental,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,10851,"Maintain and repair materials, work sites, and equipment.",Supplemental,20,08/2021,Occupational Expert
13-1041.01,Environmental Compliance Inspectors,20473,Prepare data to calculate sewer service charges and capacity fees.,Supplemental,20,08/2021,Occupational Expert
13-1041.03,Equal Opportunity Representatives and Officers,10865,Investigate employment practices or alleged violations of laws to document and correct discriminatory factors.,Core,107,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,20719,Prepare reports related to investigations of equal opportunity complaints.,Core,106,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,20720,Interview persons involved in equal opportunity complaints to verify case information.,Core,108,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,10867,Study equal opportunity complaints to clarify issues.,Core,107,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,10866,Interpret civil rights laws and equal opportunity regulations for individuals or employers.,Core,109,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,20721,Meet with persons involved in equal opportunity complaints to arbitrate and settle disputes.,Core,107,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,20722,Develop guidelines for nondiscriminatory employment practices.,Core,107,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,20723,Monitor the implementation and impact of guidelines for nondiscriminatory employment practices.,Core,106,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,10869,"Coordinate, monitor, or revise complaint procedures to ensure timely processing and review of complaints.",Core,105,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,10875,"Provide information, technical assistance, or training to supervisors, managers, or employees on topics such as employee supervision, hiring, grievance procedures, or staff development.",Core,104,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,10871,Conduct surveys and evaluate findings to determine if systematic discrimination exists.,Core,108,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,10870,"Prepare reports of selection, survey, or other statistics and recommendations for corrective action.",Supplemental,105,07/2015,Incumbent
13-1041.03,Equal Opportunity Representatives and Officers,10879,"Meet with job search committees or coordinators to explain the role of the equal opportunity coordinator, to provide resources for advertising, or to explain expectations for future contacts.",Supplemental,106,07/2015,Incumbent
